"Maker","BeanOrigin","REF","ReviewDate","CocoaPercentage","CompanyLocation","Rating","RatingLevel"
"Carlotta Chocolat","Arauca",1884,2016,65,"Colombia",3,"Low"
"Carlotta Chocolat","Tumaco",1888,2016,65,"Colombia",3.25,"Low"
"Carlotta Chocolat","Cordoba",1888,2016,65,"Colombia",3.25,"Low"
"Carlotta Chocolat","Huila",1888,2016,65,"Colombia",3.5,"Low"
"Carlotta Chocolat","Cesar",1888,2016,65,"Colombia",3.5,"Low"
"Castronovo","Maya Mtn, Batch 454, Heirloom",1724,2016,72,"U.S.A.",4,"High"
"Castronovo","the lost city, gracias a dias, batch 362",1570,2015,72,"U.S.A.",3.5,"Low"
"Castronovo","Duarte, Batch 360",1570,2015,70,"U.S.A.",3.75,"High"
"Castronovo","Piaroa, Amazonas, Batch 350",1574,2015,72,"U.S.A.",3.5,"Low"
"Castronovo","Sierra Nevada",1347,2014,72,"U.S.A.",3.5,"Low"
"Castronovo","Arauca",1371,2014,76,"U.S.A.",3.5,"Low"
"Castronovo","Elvesia P.",1407,2014,70,"U.S.A.",2.75,"Low"
"Castronovo","Bolivia",1101,2013,70,"U.S.A.",3,"Low"
"Castronovo","Conacado",1101,2013,73,"U.S.A.",3.5,"Low"
"Castronovo","San Martin",1105,2013,70,"U.S.A.",2.5,"Low"
"Castronovo","Guaniamo, Amazonas",1105,2013,70,"U.S.A.",3.25,"Low"
"Castronovo","Nicaragua",1109,2013,72,"U.S.A.",3.25,"Low"
"Castronovo","Tumbes",1153,2013,70,"U.S.A.",2.75,"Low"
"Castronovo","Guaniamo",1153,2013,72,"U.S.A.",3,"Low"
"Cello","Ecuador",1247,2014,70,"U.S.A.",2.5,"Low"
"Cello","Peru",1247,2014,70,"U.S.A.",2.75,"Low"
"Cello","Venezuela",1251,2014,70,"U.S.A.",2.75,"Low"
"Cello","Bolivia",1251,2014,70,"U.S.A.",3,"Low"
"Cemoi","Equateur",404,2009,72,"France",2.75,"Low"
"Chaleur B","Uganda",1426,2014,70,"Canada",2.75,"Low"
"Charm School","Maya Mtn",1900,2016,70,"U.S.A.",3.25,"Low"
"Chchukululu (Tulicorp)","Arriba",486,2010,55,"Ecuador",2.75,"Low"
"Chchukululu (Tulicorp)","Los Rios",252,2008,75,"Ecuador",3,"Low"
"Chequessett","la Amistad",1235,2014,70,"U.S.A.",3.5,"Low"
"Chloe Chocolat","Blend No. 1",672,2011,70,"France",3.5,"Low"
"Chocablog","Ecuador",1454,2015,70,"U.K.",3.25,"Low"
"Choco Del Sol","Maya Mountain w/ nibs",1407,2014,75,"Germany",3,"Low"
"Choco Del Sol","Maya Mountain",1407,2014,82,"Germany",3.25,"Low"
"Choco Dong","Mekong Delta, early 2014 Harvest",1696,2015,70,"South Korea",2.75,"Low"
"Choco Dong","Tawau, Oct. 2015 Harvest",1696,2015,70,"South Korea",3.5,"Low"
"Chocolarder","Peru",1482,2015,65,"U.K.",2.5,"Low"
"Chocolarder","Peru + nibs",1482,2015,65,"U.K.",2.75,"Low"
"Chocolarder","Dominican Republic",1514,2015,80,"U.K.",2.5,"Low"
"Chocola'te","Madagascar",647,2011,70,"U.S.A.",3.75,"High"
"Chocola'te","Venezuela",647,2011,68,"U.S.A.",3.75,"High"
"Chocolate Alchemist-Philly","Tumbes, ""Zarumilla""",1772,2016,90,"U.S.A.",2.5,"Low"
"Chocolate Alchemist-Philly","Philly Blend, 5 plantations",1772,2016,80,"U.S.A.",2.5,"Low"
"Chocolate Con Amor","Wild Bolivian",1760,2016,70,"U.S.A.",2.5,"Low"
"Chocolate Con Amor","Uganda",1760,2016,70,"U.S.A.",2.75,"Low"
"Chocolate Con Amor","Dominican Republic",1764,2016,60,"U.S.A.",3,"Low"
"Chocolate Con Amor","Dominican Republic",1764,2016,75,"U.S.A.",3,"Low"
"Chocolate Con Amor","Ocumare",1764,2016,80,"U.S.A.",3,"Low"
"Chocolate Con Amor","Ecuador",1764,2016,70,"U.S.A.",3.25,"Low"
"Chocolate Con Amor","Nicaragua",1768,2016,80,"U.S.A.",2.75,"Low"
"Chocolate Conspiracy","Peru",1259,2014,74,"U.S.A.",2.75,"Low"
"Chocolate Makers","Tres Hombres",1530,2015,75,"Amsterdam",3.25,"Low"
"Chocolate Makers","Congo, Gorilla bar",1530,2015,68,"Amsterdam",3.5,"Low"
"Chocolate Makers","Peru, Awagum bar",1530,2015,80,"Amsterdam",3.75,"High"
"Chocolate Tree, The","Maranon",1582,2015,69,"Scotland",3.75,"High"
"Chocolate Tree, The","Carenero Superior",1582,2015,80,"Scotland",3.75,"High"
"Chocolate Tree, The","Peru",1121,2013,70,"Scotland",3.75,"High"
"Chocolate Tree, The","Ecuador",919,2012,82,"Scotland",2.5,"Low"
"Chocolate Tree, The","Peru",919,2012,68,"Scotland",2.75,"Low"
"Chocolate Tree, The","Madagascar",919,2012,72,"Scotland",3.25,"Low"
"Chocolats Privilege","Xoconusco",1219,2014,70,"Canada",2.5,"Low"
"ChocoReko","Patanemo",1454,2015,77,"Japan",3,"Low"
"Chocosol","Chiapas, Lacandon Jungle, Oaxacom Mtn",682,2011,65,"Canada",3.25,"Low"
"Chocovic","Xoconusco",478,2010,71,"Spain",3.25,"Low"
"Chocovic","Sambirano",478,2010,71,"Spain",3.5,"Low"
"Chocovic","Kendari",439,2009,60,"Spain",3.25,"Low"
"Chocovic","Tarakan",439,2009,75,"Spain",3.25,"Low"
"Chocovic","Ocumare",209,2008,71,"Spain",3.5,"Low"
"Chocovic","Bolivar, Guaranda",117,2007,71,"Spain",2.5,"Low"
"Chocovic","Guyave",117,2007,71,"Spain",2.5,"Low"
"Chocovic","Maragda",117,2007,70,"Spain",3,"Low"
"Chocovivo","Tabasco",1522,2015,65,"U.S.A.",2.5,"Low"
"Chocovivo","Tabasco",1522,2015,75,"U.S.A.",2.5,"Low"
"Choklat","Ocumare",377,2009,80,"Canada",2.5,"Low"
"Choklat","Porcelana, Tabasco",377,2009,70,"Canada",2.75,"Low"
"Choklat","Brazilian",377,2009,70,"Canada",3,"Low"
"Choklat","Brazilian",377,2009,80,"Canada",3,"Low"
"Choklat","Ocumare",377,2009,70,"Canada",3,"Low"
"Chokolat Elot (Girard)","Guadeloupe",1149,2013,42,"Martinique",2.75,"Low"
"Choocsol","Chiapas, Lacandon Jungle, Oaxacom Mtn",1832,2016,75,"Canada",3.25,"Low"
"Christopher Morel (Felchlin)","Maranon Canyon, Fortunato No. 4",666,2011,68,"Canada",3.75,"High"
"Chuao Chocolatier","Choroni",445,2009,61,"U.S.A.",3,"Low"
"Chuao Chocolatier (Pralus)","Chuao",486,2010,77,"U.S.A.",2.75,"Low"
"Claudio Corallo","Terreiro Velho P.",470,2010,73.5,"Sao Tome",3.75,"High"
"Claudio Corallo","Terreiro Velho P. w/ sugar crystals",209,2008,80,"Sao Tome",3,"Low"
"Claudio Corallo","Terreiro Velho P.",227,2008,75,"Sao Tome",4,"High"
"Claudio Corallo","Principe",252,2008,100,"Sao Tome",1,"Low"
"Cloudforest","Camino Verde P., Balao, Guayas, 2014",1486,2015,73,"U.S.A.",3.5,"Low"
"Coleman & Davis","Sambirano",1646,2015,75,"U.S.A.",3,"Low"
"Compania de Chocolate (Salgado)","Sur del Lago",579,2010,70,"Argentina",3.25,"Low"
"Compania de Chocolate (Salgado)","Carenero Superior",292,2008,80,"Argentina",2.75,"Low"
"Compania de Chocolate (Salgado)","Moxos",292,2008,72,"Argentina",3.25,"Low"
"Compania de Chocolate (Salgado)","Ocumare",292,2008,70,"Argentina",3.75,"High"
"Compania de Chocolate (Salgado)","Esmeraldas",296,2008,88,"Argentina",2.75,"Low"
"Condor","Camino Verde",1630,2015,76,"U.S.A.",3.5,"Low"
"Confluence","Tien Giang, 2015, batch 10-2-16",1916,2016,78,"U.S.A.",2.75,"Low"
"Coppeneur","Ecuador, Puristique",1169,2013,65,"Germany",3.25,"Low"
"Coppeneur","Ghana Puristique",813,2012,85,"Germany",3.5,"Low"
"Coppeneur","Ecuador Puristique",817,2012,100,"Germany",1.5,"Low"
"Coppeneur","Uba Budo",821,2012,72,"Germany",3.75,"High"
"Coppeneur","Madagascar",959,2012,70,"Germany",3.5,"Low"
"Coppeneur","Grenada",470,2010,72,"Germany",3.25,"Low"
"Coppeneur","Chuao",478,2010,70,"Germany",3,"Low"
"Coppeneur","Los Rios, H. Iara",558,2010,72,"Germany",2.5,"Low"
"Coppeneur","Trinidad",558,2010,72,"Germany",3,"Low"
"Coppeneur","Jamaica",558,2010,72,"Germany",3.25,"Low"
"Coppeneur","Ocumare 61",558,2010,72,"Germany",3.25,"Low"
"Coppeneur","Porcelana, Apotequil",341,2009,72,"Germany",3,"Low"
"Coppeneur","Porcelana, Apotequil",445,2009,62,"Germany",3.25,"Low"
"Coppeneur","Chuao 100hr",451,2009,70,"Germany",3.5,"Low"
"Coppeneur","Chuao 70hr",451,2009,70,"Germany",3.75,"High"
"Coppeneur","Porcelana, Tabasco, Mexico",220,2008,72,"Germany",3,"Low"
"Coppeneur","Porcelana, Venezuela",220,2008,72,"Germany",3,"Low"
"Coppeneur","Sambirano, Menava P.",196,2007,72,"Germany",3,"Low"
"Cote d' Or (Kraft)","Sensations Intense",48,2006,70,"Belgium",1,"Low"
"Cravve","New Ireland",1283,2014,70,"Australia",2.5,"Low"
"Cravve","Vanuatu, batch 2410",1335,2014,83,"Australia",2.75,"Low"
"Cravve","Tanzania, batch a1",971,2012,75,"Australia",3.25,"Low"
"Cravve","Bahia, batch a1213",975,2012,65,"Australia",3.25,"Low"
"Cravve","Namau Village, N. Taileva P., batch a2812",975,2012,67,"Australia",3.25,"Low"
"Cravve","Vanuatu",975,2012,64,"Australia",3.25,"Low"
"Cravve","Djual Island",975,2012,75,"Australia",3.5,"Low"
"Creo","""heirloom"", Arriba Nacional",1736,2016,85,"U.S.A.",3.25,"Low"
"Creo","""heirloom"", Arriba Nacional",1736,2016,73,"U.S.A.",3.75,"High"
"Daintree","Goodman Estate",1654,2015,70,"Australia",2.75,"Low"
"Daintree","Daintree Estates, N. Queensland",785,2011,70,"Australia",3.25,"Low"
"Dalloway","Dominican Republic, batch 7",1928,2017,72,"U.S.A.",2.75,"Low"
"Damson","Robson Estate",1610,2015,70,"U.K.",3,"Low"
"Damson","Los Rios",1610,2015,70,"U.K.",3.5,"Low"
"Damson","Crayfish Bay aka Non Pariel Estate",1666,2015,70,"U.K.",2.25,"Low"
"Damson","O'Payo",1666,2015,70,"U.K.",2.75,"Low"
"Dandelion","Zorzal Reserva, 2015 H., Kerchner",1816,2016,70,"U.S.A.",3.75,"High"
"Dandelion","Maya Mtn., Break Bar- Snark",1446,2015,70,"U.S.A.",3,"Low"
"Dandelion","Maya Mountain",1219,2014,70,"U.S.A.",3.5,"Low"
"Dandelion","Camino Verde P., Balao, Guayas, 2013",1295,2014,70,"U.S.A.",3.5,"Low"
"Dandelion","Buto",1303,2014,70,"U.S.A.",2.75,"Low"
"Dandelion","San Francisco de Macoris, Cibao region",1387,2014,70,"U.S.A.",3.75,"High"
"Dandelion","Cumboto, farmer Jose Lugo",1026,2013,70,"U.S.A.",2.75,"Low"
"Dandelion","Patanemo",1026,2013,70,"U.S.A.",3.25,"Low"
"Dandelion","Mantuano, 2012",1085,2013,70,"U.S.A.",3.5,"Low"
"Dandelion","Papua New Guinea",1153,2013,70,"U.S.A.",3.5,"Low"
"Dandelion","Upala",805,2012,70,"U.S.A.",3,"Low"
"Dandelion","Colombian",805,2012,70,"U.S.A.",3.25,"Low"
"Dandelion","Elvesia, 2011",915,2012,70,"U.S.A.",3.75,"High"
"Dandelion","Dominican Republic",654,2011,70,"U.S.A.",3.25,"Low"
"Dandelion","Madagascar",654,2011,70,"U.S.A.",3.25,"Low"
"Dandelion","Tanzania",654,2011,70,"U.S.A.",3.25,"Low"
"Danta","Los Ujuxtes",1223,2014,82,"Guatemala",3.25,"Low"
"Danta","Chuao",987,2012,75,"Guatemala",3,"Low"
"Danta","Los Ujuxtes",987,2012,70,"Guatemala",3.75,"High"
"Danta","Sambirano",987,2012,70,"Guatemala",3.75,"High"
"Danta","Las Acacias E.",987,2012,70,"Guatemala",4,"High"
"Danta","Oscuro, Finca Chimelb",991,2012,70,"Guatemala",3.25,"Low"
"Danta","Los Ujuxtes",661,2011,60,"Guatemala",3.5,"Low"
"Danta","Las Acacias E.",423,2009,75,"Guatemala",3,"Low"
"Danta","Las Acacias E.",423,2009,60,"Guatemala",3.25,"Low"
"DAR","Venezuela, batch 122",1920,2016,72,"U.S.A.",2.75,"Low"
"DAR","Vietnam",1920,2016,72,"U.S.A.",3,"Low"
"DAR","DUO, batch 002",1920,2016,70,"U.S.A.",3.25,"Low"
"Dark Forest","Bolivia",1708,2016,75,"U.S.A.",3.25,"Low"
"Dark Forest","Madagascar",1550,2015,70,"U.S.A.",3,"Low"
"Dark Forest","Ocumare",1550,2015,70,"U.S.A.",3.25,"Low"
"Dark Forest","Tanzania",1554,2015,70,"U.S.A.",3,"Low"
"Dark Forest","Ecuador",1554,2015,70,"U.S.A.",3.25,"Low"
"Davis","Ghana",1093,2013,70,"U.S.A.",2.5,"Low"
"Davis","Rainforest",1093,2013,70,"U.S.A.",2.75,"Low"
"Davis","Venezuela",1093,2013,70,"U.S.A.",2.75,"Low"
"Davis","West Africa",907,2012,58,"U.S.A.",3.25,"Low"
"De Mendes","Nativo, Varzea",1462,2015,72,"Brazil",3.5,"Low"
"De Mendes","Selvagem, Jari",1462,2015,65,"Brazil",3.5,"Low"
"De Villiers","Bundibugyo District",1832,2016,70,"South Africa",2.5,"Low"
"De Villiers","Sambirano Valley, batch 2477",1832,2016,70,"South Africa",3,"Low"
"Dean and Deluca (Belcolade)","Madagascar",170,2007,66,"U.S.A.",2.5,"Low"
"Dean and Deluca (Belcolade)","Costa Rica",175,2007,64,"U.S.A.",3,"Low"
"Dean and Deluca (Belcolade)","Ecuador",175,2007,71,"U.S.A.",3,"Low"
"Dean and Deluca (Belcolade)","Ghana",175,2007,60,"U.S.A.",3,"Low"
"Dean and Deluca (Belcolade)","Papua New Guinea",180,2007,64,"U.S.A.",3,"Low"
"Dean and Deluca (Belcolade)","Peru",180,2007,64,"U.S.A.",3,"Low"
"Debauve & Gallais (Michel Cluizel)","Papua New Guinea",423,2009,64,"France",3,"Low"
"Debauve & Gallais (Michel Cluizel)","Venezuela",263,2008,66,"France",3.75,"High"
"Desbarres","Kilombero, batch 41",1916,2016,72,"Canada",2.5,"Low"
"DeVries","Bolivian",241,2008,80,"U.S.A.",2.75,"Low"
"DeVries","Costa Rica",166,2007,77,"U.S.A.",3.5,"Low"
"DeVries","Dominican Republic",166,2007,77,"U.S.A.",3.5,"Low"
"Dick Taylor","Lanquin Estate",1952,2017,70,"U.S.A.",3.75,"High"
"Dick Taylor","Tien Giang",1864,2016,78,"U.S.A.",3.5,"Low"
"Dick Taylor","Alto Beni, Wild Harvest, Limited Ed.",1634,2015,70,"U.S.A.",3.75,"High"
"Dick Taylor","Elvesia",1235,2014,74,"U.S.A.",3.5,"Low"
"Dick Taylor","Ecuador, Choc. Garage Exclusive",1034,2013,70,"U.S.A.",3.25,"Low"
"Dick Taylor","Camino Verde",1193,2013,76,"U.S.A.",3.5,"Low"
"Dick Taylor","Bolivia",895,2012,75,"U.S.A.",2.75,"Low"
"Dick Taylor","Belize",955,2012,72,"U.S.A.",2.75,"Low"
"Dick Taylor","Sambirano",661,2011,80,"U.S.A.",2.75,"Low"
"Dick Taylor","Sambirano",661,2011,72,"U.S.A.",3,"Low"
"Dick Taylor","Mantuano",682,2011,75,"U.S.A.",2.75,"Low"
"Dick Taylor","La Red",769,2011,74,"U.S.A.",3,"Low"
"Dick Taylor","Ecuador",769,2011,70,"U.S.A.",3.25,"Low"
"Doble & Bignall","Puerto Cabello",1688,2015,85,"U.K.",3,"Low"
"Doble & Bignall","Panama, Raven",1371,2014,72,"U.K.",3.25,"Low"
"Doble & Bignall","Puerto Cabello, Mantuano",1371,2014,72,"U.K.",3.25,"Low"
"Doble & Bignall","Johe",1407,2014,72,"U.K.",3.5,"Low"
"Dole (Guittard)","O'ahu, N. Shore, Waialua Estate",311,2009,70,"U.S.A.",3.75,"High"
"Dolfin (Belcolade)","Africa",304,2008,88,"Belgium",3,"Low"
"Dolfin (Belcolade)","Noir",63,2006,70,"Belgium",1.5,"Low"
"Domori","Hacienda Victoria",1672,2015,70,"Italy",3.75,"High"
"Domori","Ocumare 77",1672,2015,70,"Italy",3.75,"High"
"Domori","IL100, H. San Jose",1109,2013,100,"Italy",3,"Low"
"Domori","Morogoro",863,2012,70,"Italy",3.5,"Low"
"Domori","Guasare",863,2012,70,"Italy",3.75,"High"
"Domori","Canoabo, Hacienda San Jose",693,2011,70,"Italy",3.5,"Low"
"Domori","Chuao, Hacienda San Jose",470,2010,70,"Italy",3,"Low"
"Domori","Carupano, H. San Jose",227,2008,70,"Italy",3,"Low"
"Domori","Teyuna",272,2008,70,"Italy",3,"Low"
"Domori","Blend No. 1",272,2008,78,"Italy",3.5,"Low"
"Domori","Ilblend",272,2008,70,"Italy",3.75,"High"
"Domori","Porcelana",111,2007,70,"Italy",4,"High"
"Domori","Ocumare 61, Puertomar",129,2007,75,"Italy",3.25,"Low"
"Domori","Granella",135,2007,60,"Italy",3.25,"Low"
"Domori","Madagascar",135,2007,70,"Italy",3.5,"Low"
"Domori","Madagared",192,2007,70,"Italy",3.5,"Low"
"Domori","Java, Javablond",192,2007,70,"Italy",3.75,"High"
"Domori","Ecuador",192,2007,70,"Italy",4,"High"
"Domori","Ocumare 67, Puertofino",192,2007,70,"Italy",4,"High"
"Domori","Sur del Lago Classificado",87,2006,70,"Italy",3,"Low"
"Domori","Apurimac",87,2006,70,"Italy",3.25,"Low"
"Domori","Carenero Superior",87,2006,70,"Italy",3.5,"Low"
"Dormouse","Non Pariel Estate",1880,2016,75,"U.K.",2.75,"Low"
"Dormouse","Rio Caribe, Batch 7",1672,2015,70,"U.K.",2.5,"Low"
"Dormouse","Colombia, Batch 9",1676,2015,80,"U.K.",2.75,"Low"
"Dormouse","Madagascar, Batch 8",1676,2015,77,"U.K.",2.75,"Low"
"Duffy's","Rio Dulce, Xoco",1662,2015,70,"U.K.",4,"High"
"Duffy's","Chuno, Xoco",1331,2014,70,"U.K.",3.5,"Low"
"Duffy's","Rico Rugoso, Xoco",1331,2014,76,"U.K.",3.75,"High"
"Duffy's","Ocumare",923,2012,72,"U.K.",3.75,"High"
"Duffy's","Indio Rojo, Xoco",623,2011,72,"U.K.",3.75,"High"
"Duffy's","Dominican Republic",661,2011,65,"U.K.",3.5,"Low"
"Duffy's","Bocas del Toro, Tierra Oscura",697,2011,72,"U.K.",3,"Low"
"Duffy's","Nicaliso, Xoco",697,2011,71,"U.K.",3.25,"Low"
"Duffy's","Ocumare",765,2011,71,"U.K.",3.5,"Low"
"Duffy's","Panama",516,2010,70,"U.K.",3.5,"Low"
"Duffy's","Corazon del Ecuador, Calceta beans",516,2010,72,"U.K.",3.75,"High"
"Duffy's","Star of Ecuador",523,2010,70,"U.K.",2.5,"Low"
"Duffy's","Star of Peru",523,2010,70,"U.K.",3.75,"High"
"Dulcinea","Dominican Republic",1506,2015,70,"U.S.A.",3.25,"Low"
"Durand","Madagascar",841,2012,82,"France",2.75,"Low"
"Durci","Maranon, Joya Rara",1626,2015,70,"U.S.A.",3.5,"Low"
"Durci","Rio Caribe, Tepui Treasure",1626,2015,70,"U.S.A.",3.5,"Low"
"Durci","Taino Secret",1630,2015,70,"U.S.A.",3.25,"Low"
"Durci","Carenero, Empyrean Sabor",1630,2015,70,"U.S.A.",3.25,"Low"
"Durci","Corona Arriba",1630,2015,70,"U.S.A.",4,"High"
"East Van Roasters","Peru",1343,2014,70,"Canada",3.25,"Low"
"East Van Roasters","Madagascar",1343,2014,70,"Canada",3.5,"Low"
"East Van Roasters","Dominican Republic",1343,2014,70,"Canada",3.75,"High"
"Eau de Rose","Tumaco",1812,2016,70,"Canada",3.25,"Low"
"Eau de Rose","Arauca",1812,2016,70,"Canada",3.25,"Low"
"Eclat (Felchlin)","Maranon, Good & Evil, w/ nibs",919,2012,72,"U.S.A.",2.75,"Low"
"Edelmond","Porcelana",1876,2016,68,"Germany",3,"Low"
"El Ceibo","Alto Beni, Covendo Region",709,2011,75,"Bolivia",3.75,"High"
"El Ceibo","Alto Beni",252,2008,71,"Bolivia",2.75,"Low"
"El Rey","San Joaquin",1662,2015,70,"Venezuela",3.75,"High"
"El Rey","Rio Caribe, Cariaco",439,2009,60.5,"Venezuela",2.75,"Low"
"El Rey","Rio Caribe, Macuro",439,2009,70,"Venezuela",3,"Low"
"El Rey","Carenero Superior, Apamate",206,2008,74,"Venezuela",2.5,"Low"
"El Rey","Carenero Superior, Bucare",206,2008,58,"Venezuela",2.5,"Low"
"El Rey","Carenero Superior, Mijao",206,2008,61,"Venezuela",3,"Low"
"El Rey","Carenero Superior, Gran Saman",32,2006,70,"Venezuela",2.75,"Low"
"Emerald Estate","Emerald Estate",1137,2013,60,"St. Lucia",2.75,"Low"
"Emerald Estate","Emerald Estate",1137,2013,70,"St. Lucia",3.25,"Low"
"Emily's","Patanemo",1450,2015,79,"Japan",3,"Low"
"Emily's","Peru",1454,2015,78,"Japan",3.5,"Low"
"ENNA","Wampusirpi, batch 007",1916,2016,75,"U.S.A.",3.25,"Low"
"Enric Rovira (Claudio Corallo)","Terreiro Velho P.",565,2010,80,"Spain",3.25,"Low"
"Erithaj (A. Morin)","Ben Tre",1205,2014,70,"France",3.25,"Low"
"Erithaj (A. Morin)","Ham Luong",1209,2014,80,"France",3,"Low"
"Erithaj (A. Morin)","Ba Lai",1209,2014,74,"France",3.25,"Low"
"Escazu","Rio Caribe",903,2012,70,"U.S.A.",2.75,"Low"
"Escazu","Guapiles",414,2009,65,"U.S.A.",2,"Low"
"Escazu","Carenero Superior",423,2009,81,"U.S.A.",3.5,"Low"
"Escazu","Carenero, Guapiles, Ocumare blend",431,2009,74,"U.S.A.",2.75,"Low"
"Escazu","Ocumare",252,2008,72,"U.S.A.",3,"Low"
"Ethel's Artisan (Mars)","Peru, Madagascar",666,2011,55,"U.S.A.",2.5,"Low"
"Ethel's Artisan (Mars)","Trinidad",666,2011,55,"U.S.A.",2.5,"Low"
"Ethel's Artisan (Mars)","Porcelana",666,2011,70,"U.S.A.",2.5,"Low"
"Ethel's Artisan (Mars)","Red Vanilla",666,2011,62,"U.S.A.",2.75,"Low"
"Ethel's Artisan (Mars)","Venezuela, Trinidad",672,2011,62,"U.S.A.",2.5,"Low"
"Ethereal","Belize",1275,2014,80,"U.S.A.",3,"Low"
"Ethereal","Ecuador",1275,2014,80,"U.S.A.",3.5,"Low"
"Ethereal","Dominican Republic",1275,2014,80,"U.S.A.",3.75,"High"
"Fearless (AMMA)","Monte Alegre, D. Badaro, Raw, Organic",565,2010,75,"U.S.A.",2.75,"Low"
"Feitoria Cacao","Blue Mountain",1732,2016,76,"Portugal",3,"Low"
"Feitoria Cacao","Cuyagua",1736,2016,76,"Portugal",2.5,"Low"
"Feitoria Cacao","Maya Mountain",1736,2016,76,"Portugal",2.75,"Low"
"Felchlin","Grenada",494,2010,58,"Switzerland",3.5,"Low"
"Felchlin","Supremo- SF",105,2006,62,"Switzerland",2,"Low"
"Felchlin","Elvesia P.",105,2006,74,"Switzerland",3,"Low"
"Felchlin","Madagascar, Grand Cru",48,2006,64,"Switzerland",3,"Low"
"Felchlin","Maracaibo Clasificado",48,2006,65,"Switzerland",3,"Low"
"Felchlin","Arriba",48,2006,72,"Switzerland",3.5,"Low"
"Felchlin","Alto Beni, Cru Savage",56,2006,68,"Switzerland",4,"High"
"Finca","Puerto Rico",1283,2014,65,"U.S.A.",2.25,"Low"
"Finca","Dominican Republic",1283,2014,80,"U.S.A.",3,"Low"
"Finca","Dominican Republic",1283,2014,70,"U.S.A.",3.25,"Low"
"Finca","Dominican Republic",1287,2014,85,"U.S.A.",2.5,"Low"
"Forever Cacao","Rio Eni",1267,2014,72,"U.K.",2.75,"Low"
"Forteza (Cortes)","Dominican Republic",1776,2016,70,"Puerto Rico",2.75,"Low"
"Forteza (Cortes)","Puerto Rico",1776,2016,80,"Puerto Rico",2.75,"Low"
"Fossa","Akesson's E., Sambirano V.",1772,2016,70,"Singapore",2.75,"Low"
"Fossa","Camino Verde P., Balao, Guayas",1776,2016,75,"Singapore",3.5,"Low"
"Fossa","Kokoa Kamili Coop, Kilombero",1776,2016,67,"Singapore",3.75,"High"
"Franceschi","Choroni",1355,2014,70,"Venezuela",3.5,"Low"
"Franceschi","Ocumare",1355,2014,70,"Venezuela",3.75,"High"
"Franceschi","Canoabo",911,2012,70,"Venezuela",3.75,"High"
"Franceschi","Sur del Lago",915,2012,60,"Venezuela",3.5,"Low"
"Frederic Blondeel","Costa Rica",1538,2015,70,"Belgium",3.5,"Low"
"Frederic Blondeel","Peru Brutus",1538,2015,75,"Belgium",3.5,"Low"
"Frederic Blondeel","Vietnam",1542,2015,80,"Belgium",3,"Low"
"Frederic Blondeel","Ghana",1351,2014,60,"Belgium",3.5,"Low"
"Frederic Blondeel","Madagascar",1351,2014,65,"Belgium",3.5,"Low"
"French Broad","Norandino, batch 161208",1940,2017,70,"U.S.A.",3.5,"Low"
"French Broad","Guatemala",1634,2015,73,"U.S.A.",3.5,"Low"
"French Broad","San Andres",1209,2014,80,"U.S.A.",3,"Low"
"French Broad","Matagalpa",1295,2014,68,"U.S.A.",3.25,"Low"
"French Broad","Palo Blanco, Chulucanas",1042,2013,66,"U.S.A.",3.5,"Low"
"French Broad","Tumbes Coop",883,2012,70,"U.S.A.",2.5,"Low"
"French Broad","Palo Blanco, Chulucanas",883,2012,61,"U.S.A.",3.5,"Low"
"French Broad","Palo Blanco w/ panela, Chulucanas",887,2012,81,"U.S.A.",2,"Low"
"French Broad","Maranon Canyon, Fortunato No. 4",781,2011,70,"U.S.A.",3.5,"Low"
"French Broad","La Red",785,2011,65,"U.S.A.",3.5,"Low"
"Fresco","Maranon, #228, MR, SC",1383,2014,70,"U.S.A.",3,"Low"
"Fresco","Maranon, #227, LR, MC",1383,2014,70,"U.S.A.",3.5,"Low"
"Fresco","Maranon, #229, MR, LC",1383,2014,70,"U.S.A.",3.5,"Low"
"Fresco","Maranon, #230, DR, LC",1387,2014,70,"U.S.A.",3.5,"Low"
"Fresco","Conacado, #223, MR, SC",1030,2013,72,"U.S.A.",3.25,"Low"
"Fresco","Conacado, #224, MR, MC",1081,2013,72,"U.S.A.",3.75,"High"
"Fresco","San Martin, Bellavista Coop, #226, DR, MC",1117,2013,70,"U.S.A.",3.75,"High"
"Fresco","Bellavista Coop, #225, LR, MC, CG Exclusive",1149,2013,70,"U.S.A.",4,"High"
"Fresco","Markham Valley, #219, LR, MC",899,2012,69,"U.S.A.",3.5,"Low"
"Fresco","Markham Valley, #221, DR, MC",899,2012,69,"U.S.A.",3.5,"Low"
"Fresco","Sambirano Valley, #216, MR, LC",915,2012,74,"U.S.A.",4,"High"
"Fresco","Markham Valley, #220, MR, MC",927,2012,69,"U.S.A.",4,"High"
"Fresco","Markham Valley, #222, LR, 0C",931,2012,69,"U.S.A.",3,"Low"
"Fresco","Ghana, #211, MR, MC",636,2011,74,"U.S.A.",2.75,"Low"
"Fresco","Jamaica, #209, DR, SC",642,2011,70,"U.S.A.",3.25,"Low"
"Fresco","Conacado, #212, LR, SC",642,2011,72,"U.S.A.",3.5,"Low"
"Fresco","Jamaica, #210, DR, MC",642,2011,70,"U.S.A.",3.5,"Low"
"Fresco","Sambirano Valley, #214, LR, MC",682,2011,74,"U.S.A.",2.75,"Low"
"Fresco","Conacado, #213, DR, -C",682,2011,72,"U.S.A.",3.25,"Low"
